tweet;sentiment
"     Y GABRIELA CERUTI . . .
lo primero es la amistad sincera del kisnerismo.
Un ejemplo ! !! https://t.co/Ko1rYTF8Dd";1
"Lo felicito. No se olvide de mencionar que el 80 % de los Argentinos son Pobres. 
Que hace dos años que Gobierna   Fernández. 
Fracasaron. Háganse cargo.
Sería un acto de osadía.
Espero que este a la altura de las circunstancias. Gracias. https://t.co/Z5x4aJI0eu";-1
"#Politica 

Con   Fernández a la cabeza, lanzan un nuevo plan de vacunación. Buscan integrarlo con el cronograma del calendario obligatorio.

✍ Por: @pablowino 

https://t.co/Jg1e0h3vDD";1
  Fernández estamos festejando, somos la envidia del mundo: https://t.co/SmClXx6pcD;1
El jefe de Estado mantendrá encuentros bilaterales con los mandatarios de Rusia y  . https://t.co/BzUrWcK2El;1
"""   "" BARBADOS ES PARAISO FISCAL";-1
"  Fernández reconoció la deserción escolar en la pandemia: “Necesitamos que los chicos vuelvan al colegio”
https://t.co/fX5wGWgP73";1
Gesto de   Fernández a EEUU: recibió al nuevo embajador que le entregó sus cartas credenciales https://t.co/BR15ZSLZFb;1
"@victorpenacca @jl  No soy  sta ni  , pero enserio no podés ver cómo   Fernández está destruyendo toda la economia, de una forma mucho más fuerte que  . 
Dólar a 220, pobreza del 50%, deuda (hecha por   Fernández) de más de 40 mil millones de dólares";-1
"@Cronistacom Jajajajaja ""le marco la cancha"" jajajajajá.   Fernández apenas puede ir a mear sin permiso de sus amos, mirá si va a marcarle la cancha a alguien. Ni Dylan lo respeta. Jajaja";-1
  Fernández: “Para volver a la presencialidad es necesario que todos estén vacunados” https://t.co/5Xu0tSIBAQ;1
"  Fernández y la educación, según pasan los años - https://t.co/54OzUJvBz2

Dice  : si alguien se preocupó por la educación de niños y adolescentes, ése soy yo. Andá!";-1
  Fernández (Alverso) cada día se parece más a una marmota ( con disculpas a las marmotas).;-1
"  Fernández admitió diferencias con el FMI por el ajuste: ""Tenemos derecho a crecer y a cómo queremos hacerlo"" https://t.co/QHxjFCC9Go";1
@rindart Ramón empezaste la nota diciendo que la imagen de   Fernández subió, poco, pero subió. Y terminaste diciendo que estaba en descenso.;-1
“  Fernández reconoció junto a su jefe de Gabinete que no hay ningún acuerdo en las negociaciones.” https://t.co/wUUBAiGHB4 #Argentina 🔵🇦🇷 por @marceloduclos;1
"#Politica 

La vicepresidenta amenaza con romper el Frente de Todos si el Gobierno acepta el ajuste en 2025. En el Gobierno dicen que están cerca del acuerdo con el FMI pero si no se hace culparán a EE.UU.

✍ Por: @marianoobarrio 

https://t.co/QoyIXWyKfs";-1
"el cui en su viaje a rusia, hara escala en barbados, hablame de cuentas offshore ilegales xD
https://t.co/nvoqGymjA6";-1
Después de varias semanas con cortes de luz,   Fernández se reúne con el Secretario de Energía https://t.co/HqPY9j75wx https://t.co/A0bwqn3u4n;1
@jaimeperczyk @alferdez @JuanManzurOK @SandraMTirado @LucasGhi Para la próxima visita x zona oeste espero invitación!! Sr   Fernández, gracias;1
"Como te dice lo uno te dice lo otro...pero la única verdad es la realidad; se militó por casi dos años el cierre de escuelas...he aquí las consecuencias...  Fernández y la educación, según pasan los años - https://t.co/gMvsuZqpfR";-1
"  Fernández es simplemente un operador político; puede salir mañana y decir que la cuarentena fue una joda sin ponerse colorado y seguir con otro tema;   y su mascota Kreplak son covidianos y tiranos de corazón.";-1
Censo Nacional 2020 será en mayo con nuevo feriado https://t.co/wbAWZGz8qT;1
"El presidente   Fernández se reunirá este martes con el secretario de Energía, Darío Martínez

⬇Más⬇

https://t.co/WcHew9aGz4";1
"Comenzo la #RebelionFiscal
y el resto del pais, que espera?

ELLOS DEBEN dar explicaciones en q gastan nuestra plata

     
https://t.co/LH4AaK4FQl";-1
".@alferdez suma una escala oficial en Barbados a su regreso de Rusia y  

https://t.co/5VLSM3smzj";1
"  Fernández: ""Ahora el FMI quiere ponernos de rodillas difundiendo un índice de transparencia. La transparencia es transparente, no se puede medir en índices""";1
"@Lautiroman1995   Fernández de   va a llevar su apoyo incondicional al autócrata Putin y dejá pedaleando al Sarasa Guzmán ""negociando"" con el FMI, con libreto de Kretina";-1
@ diazok   Fernández un presidente sometido al poder absoluto de La Cámpora y    , no puede ejercer el libre ejercicio de sus derechos. Así lo veo yo. Luana y su novio es la mas clara evidencia;-1
La gira de @alferdez por   y Rusia sumó un nuevo destino: @ ok participará de la comitiva oficial https://t.co/wiGPCSJcg2;1
"el remisero okupa, alias     se fue a rusia.
Pedira un prestamo a tasas desorbitantes para no negociar con el FMI con hizo el neshtor con Chavez?
que queda para regalarles a cambio? La patagonia? Los glaciares? Las cataratas? Humahuaca?

#ElPeorGobiernoDeLaHistoria";-1
  Fernández defendió su postura ante los ajustes que reclama el FMI https://t.co/jQoLetqDiF Vía @RuralNetOficial;1
En un rato sale   Fernández a condenarlo, por las dudas 😂🤣 https://t.co/CcDcVHe9tF;-1
  Fernández, que hiciste ahora?????????;-1
Seguro castigan a las privatizadas con alguna multita para que no se enojen ,Cortes de luz:   Fernández se reúne con el secretario de Energía | Infocielo https://t.co/ZAIDIatJew;-1
"El ""garche"", el ""ganar perdiendo"" y ahora las ""playas"" de wisky's 😁
La comunicación de Tolosa Paz la acerca cada vez más a la figura de Selina Meyer, la vicepresidenta de ""Veep"" la serie preferida de   Fernández.
https://t.co/ScDk7sbrIS";-1
la personalidad de este tipo me recuerda a la de     en 2019 chicos ojo ☠️;-1
  Fernández se reunió con Guzmán en medio de las tensiones con el FMI https://t.co/dTEf3nSLCh;1
Acabo de ver   Fernández recibió las cartas credenciales del nuevo embajador de EE.UU. - Haga clic ver también ☛  https://t.co/3sPLkJoI3Q;1
"Porota lo manda a     a Rusia porque no quiere a EEUU soplandole la nuca con la deuda.
Nos van a volver a cagar como con la vacuna.
Vamos a terminar debiendole a los rusos con el doble de interés q al FMI. 
OTRA VEZ EL ODIO IDEOLOGICO PRESENTE. SON  NEFASTOS. https://t.co/8 seqgu1l";-1
    CERRÓ LA GRIETA: Sólo el 8% de los argentinos piensa que el toma las decisiones de gobierno 😅;-1
"  Fernández defendió su postura ante los ajustes que reclama el FMI
#   #FMI #Economia #Politica 
https://t.co/IE46KvodCd https://t.co/oNoZDKNTbL";1
"🤝🏼   Fernández se reúne hoy con el secretario de Energía y recibe cartas credenciales de embajadores

https://t.co/arol8xUS5a";1
@MiltonFriedom5 Cuantas denuncias hizo Pichetto desde su salida del  ? El era círculo rojo igual que   Fernández. Nunca vio nada?;-1
@wekaweko1 Con lo cobarde que es   Fernández!!!!!;1
"  Fernández suma una escala oficial en Barbados a su regreso de Rusia y  

Se entrevistará con Putin en Moscú y luego con Xi Jinping en. A la vuelta pasará dos días por el país insular caribeño para tratar una agenda medioambiental.

https://t.co/0cOv7i1Xw8 https://t.co/by5RZrR9le";1
"Israel deroga el pase nazitario.Bolivia deroga el pase nazitario.Italia recompensa económ a los heridos por las inyecciones experimentales
En Argentina,    y     junto a Carla Vizotti,imponen inyecciones a jóvenes para ir a escuela
#NoAlPaseSanitario https://t.co/DrGJRHqEqf";-1
"Pensaban que Alverso el moderado era quien manda y tiene la lapicera? Inocentes palomitas...

#GobiernoCriminalyCorrupto 

Graciela Ocaña: ""  Fernández no echó a Luana Volnovich porque no tuvo el visto bueno de   y Máximo  "" https://t.co/n9RZKzgw3F";-1
"POLÍTICA 🇦🇷

  Fernández recibió al nuevo embajador de Estados Unidos";1
El índice de confianza en el gobierno de   Fernández continúa en niveles muy bajos -fue de 1,54 en enero- y actualmente es 22% . Suiempre hay locos buenos, malos y otros desquiciados...bueh, imaginen a qué 3°grupo es ese 22%.;-1
Pichetto, muy duro con   Fernández por su viaje a Rusia en pleno conflicto bélico: “El Gobierno está sin rumbo”;-1
En medio de la negociaciones con el FMI,   Fernández recibió al nuevo embajador de EEUU;1
"SIIIIII QUE SEA OBLIGATORIA 
Vacunación obligatoria: Axel   se diferenció de   Fernández y pide discutir el proyecto https://t.co/h7OEjgKxZo";1
"Gesto de Fernández a Estados Unidos: recibió al nuevo embajador en Casa Rosada

https://t.co/aOnFD3iD83";1
"  Fernández, sobre el acuerdo con el FMI: ""Tenemos derecho a crecer como nosotros queremos""  https://t.co/zFrSvmBFlv";1
¿Ya renunció   Fernández o piensa seguir hundiendo el país?;-1
"🟣   
El 5 de febrero, el presidente   Fernández se encontrará con el presidente de  , Xi Jinping, y presenciará la apertura de los Juegos Olímpicos en Beijing.";1
"#GobiernoDeMierda
#ElPeorPresidenteDeLaHistoria

  Fernández y la educación, según pasan los años

El Presidente habló de la deserción escolar generada por la cuarentena. Hace dos años decía: “Nadie sufrió por recibirse un año antes o un año después” https://t.co/rhAUbUEC2t";-1
¿Hubo algún acuerdo con el FMI que haya sido beneficioso para la Argentina? (No es pregunta retórica, quizá algún historiador económico de esta red me pueda desaznar).;1
"#Economía Argentina enfrenta una semana clave con el FMI: debe pagar U$S 731 millones
#Argentina #FMI #deuda 

Más info 👇 https://t.co/5P3cjzZMUD";1
@tanodinardo @Henry ski67 Crearon la deuda con el FMI, la deuda en si viene en aumento hace años. O pensaste que era verdad que la Argentina estaba desendeudada?;-1
Qué podría hacerse en la Argentina con los u$s20 mil millones que se debería pagar este año al FMI https://t.co/mBtcYrKsPd;1
"Hay que pagarle al FMI, pero no en los próximos dos años, fue un gravísimo error haber pagado intereses sin acuerdo
Argentina se creyó el cuentito de la ""amiga"" Cristalina
Están decididos a voltear a este gobierno c/s acuerdo, si toca morir que sea con las botas puestas";-1
"Tuvimos Ministros de Economia inutiles.
Muchos hicieron cagadas, pero el de ahora no.
En toda sus gestión solo hizo tiempo con el FMI.
NO TIENE PLAN ECONOMICO. 
Y TAMPOCO CEREBRO.

https://t.co/HbDNNR0k4l

#inutil #Economia #guzman #FMI #Argentina";-1
"El próximo viernes y martes Argentina DEBERÍA girar al FMI U$S 1100 millones de sus exiguas reservas.
Que hará el gobierno?";1
Hasta el año 2021 llevamos 21 acuerdos Argentina con el FMI. Todos ruinosos para el país. Sin excepciones. https://t.co/CH1wPgTixM;-1
"¿El FMI es feminista? ¿Se interesa por pisos de seguridad social y por impuestos más progresivos? 

💸Escuchalo en el E3 de #LoPrometidoEsDeuda: https://t.co/xp9usBLpIZ

Voces invitadas: Corina Rodríguez Enríquez, Pato Laterra, @luciacavallero8, @parezco_amanita https://t.co/8oKmLuELXt";1
"¿Hasta qué punto el FMI incorporó cierta perspectiva de género? ¿Cómo  ectan las políticas impulsadas por el FMI a las mujeres?

🐖Miralo en el documental #FMIyDDHH, en el que participa, entre otrxs, Corina Rodríguez Enríquez.

👀https://t.co/Hjlbd8qISa https://t.co/eSBcBKfVhh";1
"Noemí Brenta (*) 

Sobre los 21 acuerdos Argentina-FMI 

""Dada la mala experiencia histórica de la Argentina bajo programas del FMI y que el organismo solo cambió superficialmente, continúa con sus prácticas e ideología habituales, y constituye un instrumento de la política";1
"@revisbarcelona creo q es mejor el secreto de     para pagarle al FMI: tomar un credito en US$ al 15% anual con Chavez p/pagarle al FMI un credito q nos costaba 4% anual, todo para generar el ""le pagamos al fondo"" costandole a la Argentina...
400% MAS... ESO SI Q ES AMAR AL PAIS";-1
Las consecuencias que podría tener que atravesar Argentina si no pagase el vencimiento de deuda con el FMI | Economía https://t.co/w5bE8jJIej;-1
@SergioChouza @Maxiferraro No es muy sutil el tweet...De hecho, NK pagó por adelantado 10 mil millones al FMI (que cobraba 4% de interés), y se endeudó al 12% por la misma suma... De paso,la deuda con el FMI representa sólo el 14% de la deuda total argentina;-1
@alfredocornejo @alferdez @ Argentina Y ustedes de haber endeudado a la Argentina .recuerden que cuando subieron el FMI ya no estaba .Memoria por favor;-1
“  Fernández reconoció junto a su jefe de Gabinete que no hay ningún acuerdo en las negociaciones.” https://t.co/wUUBAiGHB4 #Argentina 🔵🇦🇷 por @marceloduclos;-1
FMI: un instrumento de la política hemisférica de estados unidos. Un repaso a los 21 acuerdos de Argentina con el Fondo. Por Noemí Brenta https://t.co/jt2LhIAyqu https://t.co/CCKvo8kXJP;1
@jjmucci1 @mikefink22 @pela_mendz @EditGiraudo Será una realidad que no entendés y no ves ,estamos entre los 5 países que más vacuno,por ende entre los mejores q manejo la pandemia? Gorila resentido,querían que se vaya todo a la mierda y al final la Argentina está creciendo mes que con   sin pandemia y con los USD del FMI;-1
"Dólar default: así cotizará en tres meses, según un economista de la City si no se acuerda con el FMI
 
""Si el acuerdo con el Fondo se cae y la Argentina entra en default, yo te digo que en tres meses el dólar lo ves en $ 260"".
 https://t.co/4Eyoo3W2KE";-1
El drama del pago al FMI, si se cumple con las obligaciones del Estado, practicamente no quedaran reservas en el Banco Central, si no se lo hace y se proiriza las reales necesidades de la Argentina, nuestro pais tendra serios problemas economicos ante el mundo..que hacer?🙄;-1
@alfredocornejo @alferdez @ Argentina Pero que Hdp tenes que ser para responsabilizar por un hipotético NO acuerdo con el FMI a un gobierno que esta tratando de arreglar el mayor desfalco de la historia Argentina llevdo a cabo por el caco internacional Muricio  ;-1
"Cronista
Inflación, brecha del dólar y caída de salarios ponen en riesgo al consumo: las cifras que encienden luces amarillas
https://t.co/cqUkgYKunp
#dolares #DolarParalelo #Euro #DolarBlue #Dinero #tipodecambio #DolarEuro #Argentina #cambio https://t.co/2gOqSXVeNh";-1
@MayorBWPayne @Lupo55 Todos sabemos q desde q hicimos el negoción de cambiar la deuda con el FMI (q era al 4%) x la de Chávez (al 17%), Argentina no para de crecer y de exterminar la pobreza y la inflación... 🤦🏻‍♂️🤦🏻‍♂️🤦🏻‍♂️;-1
"Infobae
Jornada financiera: fuertes caídas de los activos argentinos ante la falta de avances con el FMI
https://t.co/pbeRVG1UbW
#dolares #DolarParalelo #Euro #DolarBlue #Dinero #tipodecambio #DolarEuro #Argentina #cambio https://t.co/kgaMmfnFVp";-1
"EL FMI DEBERIA AYUDAR A LA ARGENTINA
A REPATRIAR LOS 400.000 MILLONES DE 
DOLARES QUE SE FUGARON  UERA LOS PODEROSOS
DEL GOBIERNO DE MAURICIO  , INCLUYENDOLO A EL MISMO";-1
"@carlosvarela02 1) el manejo desastroso de la economía les llevó a perder lad elecciones

2) el FA siguió endeudando al Estado

3) Uruguay sigue integrando el FMI

4) el FA repite el mismo eslogan que el   en Argentina. Que también perdió la elección el año pasado

Ya no te creen 🤟";-1
@pedrorocha22a @marcelopueIIaok Datos dice el tarado y saca un gráfico de la nación más , más CACHIBACHE no se consigue , hacerte un enema de mauri que repito TOMÓ LA MAYOR DEUDA DE TODA LA HISTORIA ARGENTINA Y DEL FMI PARA FUGARLA ENTRE MUCHOS OTROS DESFALCOS LLAMATE A SILENCIO CACHIVACHE !!!!;-1
"Carlos Heller: ""Argentina tiene que seguir negociando con firmeza con el FMI y sin acordar cualquier cosa"" https://t.co/zbLnrc4IyI";1
@RCachanosky @Migraciones_AR ingreso ARGENTINA cero REQUISITO! Llegan++delincuentes/ASESINOS los PEORES, inmigrantes toman  CASAS, CALLES,VEREDAS, MANTEROS,NO PAGAN NO++ PLANES!ARGENTINOS yPLATA FMI? exigen++@CasaRosada @SenadoArgentina @DiputadosAR @UCRTICS @juntoscambioar + @fdetodosmatanza;-1
"@SEbGrusch @marcelopueIIaok Lo peor d la Democracia Argentina, está pasando xtu cara en estos momentos
Néstor canceló cn el FMI,   DUPLICÓ la Deuda Pública q era d 126.500MILLONES  USD,   la subió x90.000MILLONES, y   en DOS AÑOS la llevó a 353.314 (40.000PALOS VERDES).Datos, no chancleteo https://t.co/mDXNyiqNy9";-1
@emiliopsj2017 @Gatosylvestre Teléfono para @mauricio  que tomó la MAYOR DEUDA de TODA LA HISTORIA ARGENTINA y del FMI para FUGARLA entre muchos otros desfalcos !!!;-1
@PregoneroL @MiguelPichetto acá un cabeza de termo que apoya a quien TOMÓ LA MAYOR DEUDA de TODA LA HISTORIA ARGENTINA y del FMI para FUGARLA entre muchos otros desfalcos llámese a silencio cachivache !!!;-1
@muy_osco @jl  @MiguelPichetto Se ganó mis respeto dice y se fue al desgobierno que TOMÓ LA MAYOR DEUDA de TODA LA HISTORIA ARGENTINA y del FMI para FUGARLA entre muchos otros desfalcos jajajajaja llámense a silencio cachivaches !!!;-1
"@RicardoAronski1 @rogeliomarin13 @visionpaisarg @LaTeclaEne La cuestión es: pagar o no pagar.   no pagó al FMI y no pasó nada. Argentina creció a ""tasas  s"". Ya lo vivimos desde 2002 hasta 2005.
Además ahora juegan Rusia y  , cosa que no pasaba en 2005.
Hasta políticamente es mejor no pagar...";1
"Sabino Vaca Narvaja, embajador en  :
“Tenemos q cerrar c el FMI de la mejor manera, a nadie le sirve q el acuerdo se dilate”
El diplomático descarta que el gobierno de #XiJinping salga al rescate de #Argentina frente a la negociación d la deuda https://t.co/9pamKL7Fru";1
"@pedrorocha22a @marcelopueIIaok Esta respuesta define a lo que se llama cabeza de termo .
 Esa foto define lo peor que le pasó a la democracia Argentina y está quien TOMÓ LA MAYOR DEUDA de TODA LA HISTORIA ARGENTINA y del FMI para FUGARLA entre muchos otros desfalcos llámese a silencio cachivache !!!";-1
"HELLER: “ARGENTINA TIENE QUE SEGUIR NEGOCIANDO CON FIRMEZA CON EL FMI"": El diputado nacional ... @eldestape_radio https://t.co/yBSu4URvQo";1
"El presidente   Fernández  irmó este lunes que el FMI debe contemplar el ""derecho a crecer como nosotros queremos crecer"" en las negociaciones que la Argentina lleva adelante con el organismo para acordar un nuevo programa de financiamiento https://t.co/B1jqc6WJCz https://t.co/GAh1KdLDQZ";1
La plata está ¿pero qué pretende la Argentina antes de pagarle al FMI?  https://t.co/eAUV532rJC;1
@jotaalonso Creo que al FMI el rechazo del Presupuesto 2022 le vino como anillo al dedo. Ello le da motivo establecer que Argentina no pagará y de esa forma presionar con sus recetas de ajuste y hambre. El Gobierno, no debe ceder e investigar al endeudador y a los fugadores.;-1
El acuerdo con el FMI no soluciona nada importante en la economía argentina, al contrario, es recesivo, pero te evita una espiralizacion de expectativas. Sin el acuerdo con el FMI, dolar e inflación no tienen techo y este gobierno quizás no llegue a 2023.;-1
"""La titular del FMI, Christine Lagarde, felicitó personalmente al ministro de Hacienda, Nicolás Dujovne, y al presidente del Banco Central, Guido Sandleris, por la aplicación de las políticas que ayudaron a 'estabilizar' la economía argentina"".";1
"@drjorgerachid QUE RIDICULEZ LO QUE DICE
LA ARGENTINA PIDIO PLATA AL.FONDO ANTES DE MM
RELATO ESTUPIDO
NK TOMO DEUDA C VENEZUELA A MAS TASA Y SE LLEVO UNOS MILLONES DESPEJANDO AL FMI PARA QUE NO REVISE SUS CUENTAS
SIGUEN AVALANDO A LOS K
POR.FAVOR 
QUIEN LES CREE EL RELATO";-1
"#Argentina 
@visionpaisarg 
@LaTeclaEne 

📢📢
Dejar de crecer por diez años. @RicardoAronski1 advierte en esta nota sobre la #grave situación que el #gobierno ha expuesto en relación a las negociaciones con el #FMI, que plantean una seria encrucijada #histórica. https://t.co/Beph9clm8C";-1
Paradoja de la economía #Argentina 🇦🇷 : bajó la deuda con el FMI pero nos endeudamos más con el mercado (Tue, 25 Jan 2022 07:00:00 +0000) https://t.co/KDrGu69JUR ➡Fuente @agrositio;-1
"Las consecuencias ""sin retorno"" que podrían costarle a la #Argentina no cumplir con el pago al FMI
https://t.co/2pNp1l0nUr";-1
La percepción pública sobre el FMI en Argentina es razonablemente pésima, lo que explica por qué   cerró el acuerdo a espaldas del pueblo y lo anunció en una cadena nacional de 30 segundos. Amerita al menos una cadena seria para explicar la gravedad de la situación.;-1
@madorni Eso comenzara en Marzo, cuando la Argentina no pague al FMI;-1
@vikingomaldo ¿Sabés por qué Argentina siempre termina en el FMI? Porque sobran vivos que se dan la gran vida con la nuestra, como vos. Vos sos parte del problema, mientras te la das de revolucionario en twitter.;-1
"TENSIONES CON EL FMI|Con las reservas del Banco Central en el nivel más bajo desde 2016, el país deberá  rontar en marzo vencimientos por más de U$S 2.800 millones.
https://t.co/Nk15xq0y2O";-1
@thiagoelano @ASIESTAMOS12 @edufeiok Decile a MM que les de algún dólar de esos que pidió al cuete y que hoy los boludos que no lo votamos, tenemos que pagar siendo que NK dejó el FMI en O, y vos encima arengas a este gobierno como si fuera que la Argentina está mal por el, ¡ANDA!;-1
@NataliaBSalvo No hay que extrañarse porque el intendente es parte de todo lo que paso y sigue pasando. Siguen soñando con volver y terminar de reventar a la Argentina con el FMI.;-1
Argentina: Consecuencias en cadena, paso por paso, qué podría pasar si el Gobierno decide no pagarle al FMI el vencimiento de esta semana  https://t.co/tKxFzcFTmz;-1
Argentina: el acuerdo con el FMI, cada vez más lejano y complicado https://t.co/HADmqxzYXl;-1
Qué pasaría si Argentina posterga el pago al FMI https://t.co/zPTbmQDC96;1
"@sganqn @CMonczar Los créditos, avales y todo eso Argentina no los tiene desde 2016, hasta   lo explicó que trajo al FMI porque era tan grande su deuda con privados que ""se querían ir"" o que es lo mismo ""te cortamos todo"".";-1
"@SergioChouza Paso 1: Gobierno   ofrece ganancias desorbitadas a los fondos buitres en la bicicleta financiera. (Con el visto bueno del FMI)          Paso 2: El FMI le da 50 mil millones para proteger la salida de esos fondos buitres.
Paso 3: Argentina debe pagar una deuda que no usó.";-1
@bts_vs_fmi Desde hace mucho antes estaban los socialistas y comunistas en Argentina;1
Reapareció   Fernández y reconoció que el FMI pide un ajuste mayor a la Argentina https://t.co/Y0UCV9Holm https://t.co/TGh3ETYVmt;-1
Adiós 👋 Argentina. Solo 2 meses para ver rostro al FMI. Al caño el Comunismo 💩 https://t.co/hWlRkmUCh4;-1
@alfredocornejo @alferdez @ Argentina Los únicos que dejaron de rodillas a la clase media y a las clases bajas argentinas ante los organismos internacionales (FMI), fueron M. , sus aliados de JxC y sus funcionarios del poder ejecutivo al contraer la deuda más obscena e inmoral de la historia argentina .;-1
"Argentina enfrenta una semana clave con el FMI: debe pagar U$S 731 millones 
https://t.co/V51Z2ueCWy - 25-01-2022 02:28 https://t.co/7Z07jghuuT";1
Y, generalmente, es así. Si debes plata y lo que tenés no te alcanza para pagar la deuda, te tenés que ajustar. Y esta vez tiene que ajustarse la política, porque la gente ya le robaron demasiado mediante impuestos. https://t.co/9Wo95y9206;-1
Y si le decimos a Santi Maratea que junte guita y ayude a Argentina a pagar la deuda con el FMI?;1
"La estrategia de este gobierno está clara. Quieren romper las relaciones con el FMI,  para poner a la Argentina a la altura de Venezuela, llevando en un principio el dólar a más de 350 pesos. @alferdez está destruyendo el país y debe ser expulsado del cargo.
#elfindel ";-1
@RAMIROMARRA Totalmente, ahora , si tomamos una deuda impagable...de quién es la culpa? La tasa más baja de la historia , la deuda más cara del mundo. Históricamente cuando Argentina recurrió al FMI le fue mal, hoy no vamos a tener una excepción. Lo grave es todo lo q argentina se va a privar;-1
"Todo indica que cuando   Fernández arribe a Beijing el 4 de febrero Argentina no tendrá cerrado aún el acuerdo por la deuda con el FMI.
Es por este motivo que aún se vienen dilatando las negociaciones. 

¡Este turro nos termina de hundir!";-1
"Quien pone el dinero para comprar el avion y para robarse 2 millones de dolares #Quien ?
@ Argentina lo dice abiertamente
el dinero lo ponen los estupidos importantes del @FMInoticias @KGeorgieva 

LaComplicidad del FMI lleva 40 anos de sangre argentina

https://t.co/4QZVHxxz8p";-1
El FMI violó sus propios estatutos para darle un préstamo a   que sabía era impagable, su objetivo siempre fue condicionar la política económica y social de la Argentina, lo que hagamos frente a este chantaje definirá el futuro del país en las próximas decadas;-1
"El FMI: debemos ser sensibles ante la vulnerabilidad social agravada por la pandemia.
También el FMI: ¡Págame mi dinero que es 102% de tu pib, hijo de tu argentina madre!";-1
