tweet;sentiment
Le está cayendo la ficha de lo que fue  , y del apoyo que ella le dio , para perjudicar al resto de los argentinos. https://t.co/XoZvRKRlB8;-1
"@LaPagVerdolaga Asi se justifica la corrupcion.
Nunca Boca Juniors le podria haber ganado al Real Madrid y al Milan.
Boca pego todo lo que quiso y estan los videos.
Penales y goles en contra de Boca que no eran cobrados una cosa de locos.
Aceptar la plata de la familia   trae concecuencias https://t.co/NuPwYkjWKA";-1
@clarincom     después de la pésima gestión de  .;-1
@Laurita82ok @agustindiazcba Además de eso es un cabeza de termo total. Gracias a este tipo de gente nuestro país está al borde del precipicio. Claro que, según ellos, siempre son las víctimas y la culpa la tiene otro. Viva Perón!!   Gato!!;-1
en cada caso turbio de este país están involucrados menem o  , no falla;-1
@edufeiok Yabran,   y el correo...memoria.;-1
@edufeiok Tu patroncito   puso todos los jueces a dedo. Decís ser abogado y te callas la boca. Que gusanito sos..;-1
@amv_argent @JoseLuis  @Aurelia41981142 @crisrodri00 @jle  @VHMok No, generando condiciones macroeconómicas para generar riqueza y no esquilmar la que hay, aparte de bajar el deficit de este Estado de mierda que genero la grieta de ambos lados, la mierda K y el idiota de  ;-1
"@visani01 Me canso,  me fui y espera que vuelva lanata y otra vez con la culpa es de  . 
Hartan";-1
@perfilcom Durante el gobierno de  , agentes de la afi, al mando de un hombre de  , espían a funcionarios de vidal, socia de  , en plena asociación ilícita. Pero la culpa la tenemos los peronchos...? https://t.co/vLtsbq5AVn;-1
"Zannini pidió citar a declarar a funcionarios del FMI que le otorgaron el crédito a  .
https://t.co/kddKHfqQty https://t.co/7ZWL8W9uLh";1
"@robdnavarro @caidodelcatre2 ¡¡Siempre fueron ladrones, estafadores y evasores de impuestos, entre ellos, la familia de Mauricio  
Es MUY BUENO RECORDAR  que    ¡¡NO DEJO NINGUNA DEUDA CON EL FMI!!
¡¡Los gorilas fueron estafadores y corruptos SIEMPRE. https://t.co/Kob6mBtsKI";-1
"#Gestapo sta ⚖️ Avanza la causa contra la mesa judicial

👥 La Justicia tiene la prueba que @JulioGarro y funcionarios de @mariuvidal visitaron la sede de la AFI y a #  durante el 2017 ➡️ https://t.co/ZEpKH6qssX https://t.co/aLyhEf5UN2";1
"No comparen.   se iba un finde a Villa La Angostura porque era el Capitán Reposera.
En cambio  Remises se va a Bermudas pero está perfecto porque va a trabajar para evitar el cambio climático.
✌✌✌";-1
@Carrous_el @FernandoMarull No, mi,viejo! Esta votación morí con @jle  .. en la que gano   no había otra opción!! Y no me cayo!! Me la banco como un duque..algo que uds no saben hacer!!;-1
@marcalpalazzolo Con   presidente viaje a Inglaterra y Escocia y a Estados Unidos;1
. Hoy solo puedo soñar en ir a visitar a mi hija que se fue a vivir a Canadá gracias a este gobierno de inútiles;-1
@Ana89569463 @variscoem @Patri22Chaco No es ni   ni los peronistas, buscate otro candidato no seas ciego;-1
Los que dicen que   fue lo peor que le paso a boca ???????;-1
@Rodrigo98RRII Al coronel nani, héroe de Malvinas y de La Tablada directamente lo metió preso el gobierno de  . Las ratas apátridas de la ucr los principales culpables;-1
"@casandra168 A ese nivel no se cometen errores
Y la impunidad de la que goza   y toda su banda no es inoperancia , es complicidad
Los ataques a funcionarios cercanos a   no son casualidad
Terere está en campaña con algunos medios y dirigentes ""sociales""";-1
Se creyeron lo de Álvarez a m city,🤣🤣🤣 Brito=  !!!!!!;-1
⬆️ Para darse una idea, el promedio de confianza en   Fernández a lo largo de sus dos gobiernos fue de 1,83 puntos. Y el de Mauricio   fue de 2,27.;1
@Neelcamaron @odelfos @SergioChouza @infobaeeconomia Hasta cuando t vas a comer el relato payason!!!!  Jajaja  se incendia el país y seguis con las causas de  !!!!   BOBO;-1
@todonoticias Seguro culpa de  ;-1
@LANACION Lo loco es que alguien haya confiado en semejante Mamerto. Lo más loco es que hayan cambiado a   por ésto. Realmente locos. Se merecen todo lo que pasa y lo que va a pasar.;-1
@FedeSparky @C5N Ahhhhh pero   ñqñañañañañ;-1
@TBotellas @   Y no te fijás como espiaba  , q hasta tenía las carpetas en su propia casa!!! Fíjate tanta torpeza y te fijas en  .;-1
@Eduardo51562217 @UnCapo31 @topflores @jle  @VHMok Jajajaja y la cenicienta besa al príncipe. Deja de leer cuentos de hadas, que la chorra defalco y ahora también al Estado para bancar el populismo de mierda que el estupido de   no paro por eso y por idiotizados K nos tenemos que bancar el peor gobierno de la historia;-1
"@   Gobierno con de la Rúa : desastroso 
Gobierno de   endeudaron asta los espermas de las bendiciones
SER GOBIERNO PARA HACER LO MISMO Destruir LAS EMPRESAS TODOS LOS EMPLEOS 
PRIMERO HAGANCEN CARGO DE LA DEUDA DEL FMI Y GARPEN USTEDES DESPUÉS HABLEN DE SER ALGO https://t.co/QgReEkDo32";-1
También hay presos héroes de Malvinas. Prohibido olvidar quienes presionaron para encerrarlos y al tibio de   que no le dieron los huevos para indultar https://t.co/EzHmhpVErJ;-1
@Bagre_76 NO HAY GUITA.... BASTANTE HIZO ESTE GOBIERNO CON LA PANDEMIA. RECONSTRUYÓ TODO EL SISTEMA DE SALUD QUE ESTABA DESINTEGRADO.;1
AHORA LOS LOGIS QUIEREN ARREGLAR LA DEUDA CON EL FMI EN 5 MINUTOS. UNA LOCURA. A   HAY QUE LLEVARLO AL PAREDON.;-1
@EmmanuelMacron dictador! https://t.co/hMq8ALCzUe;-1
"@Sergiotoledook @jeanp_el_ente @rcas1   perdio 40 mil millones de Reservas líquidas y   que recibio 0 la dejo en 13 mil millones.

Eso deberia estar en el tw inicial.

Tambien que   recibió  superávit y   recibio déficit record.

Pero parece que la intención es el sontodosiguales.";-1
🔴Problemas que encontrará el  ismo cuando   sea Presidente en 2023: El jefe de Estado llevó a cabo su visita por Mar del Plata, donde se lo vio comiendo un chocolate importado que sacó de la cartera de Awada, en lugar de elegir uno de producción Nacional.;-1
@bonilcaricatura Este sinverguenza va a provocar que el futuro de Ecuador sea Argentina 2.0. Sino preguntale a  .;-1
@Carrous_el @FernandoMarull Que tiene que ver  ? El presidente es  , por lo tanto al seguir votando eso la mayoría las chances de que ese bono de frutos bajan, todo hay que explicar?;-1
Yabran además tenia numerosos negocios con Franco   y el expresidente   había actuado  como nexo.;-1
@De12a14 en la era   ponía el precio del dólar en la esquina inferior derecha con marco rojo todo el programa y el dólar estaba a $37, que cambió ahora? Se me escapa algo, no lo entiendo mucho, será que lo que cambió ahora es #ElPeorGobiernoDeLaHistoria;-1
"@_EricEscobar97 @Seemoncho @MiltonFriedom5 Es falso lo que decís. Muchas veces ha dicho que esas diferencias se evaporan frente al enemigo que es el estado gigante y nefasto. 
E  está jugando sus cartas. Ataca a   y a Pichetto, a   no lo toca. Lo cual deja en evidencia 2 estrategias";-1
@AGUILARIRENNE @CheNetflix Esta la info. Googlea. Todos jxc y cambiemos esta.   está toda la familia. Hasta la nena tiene una offshore en esa mafia.;-1
@RossiPJJ @carlopoo @PitiAguirre @PeronchaK1 @RosarioK25 @KonsomolC @Valenti41699355 @ hache1 @Silvia14312123 @lean7010 @GuidoSabao @tomsarguello1 @AidaGar49716216 @nicoscipio @IvannaPOK @Mikel_Calvaruso @aler67 @MaraMarajulio @Rodolfo_Treber @MolinaGusta @Rolando37262556 @felix_versace @juancabandie Yo no soy frágil de memoria. No necesito dádivas de nadie y creo que hay que acostumbrarse que no nos hacen favores, nos tienen que dar lo que corresponde.   es un delincuente pero supuestamente no gobierna y como vivo el día a día ahora estoy para el orto.;-1
@lt9lider @soniaalesso1 Tan difícil es saber la inflación con este gobierno de inútiles ...mafiosos...ladrones....60 o/o. ANUAL MAS O MENOS....AH ...PERO  !!!!!;-1
@babyaetchecopar No sé, lo que si sabemos que vos estás más sucio que una papa, el MAFIOSO de   debe tener info tuya, por eso el nerviosismo.;-1
@NataliaBSalvo Como se nota q el barco se hunde. Sigamos con el Ah pero  , así la gilada q queda no se enoja con la polenta y el dólar a 220🤣🤣🤣;-1
Que el fondo le exija a   y a su mejor equipo de fugadores el pago de la deuda, el pueblo está cansado de pagar la joda de la cual no bebió ni comió. Harta. https://t.co/acyq9HCjNo;-1
"@CALOLUNA   y el FMI hicieron una asociación ilícita para poner en una encerrona a Argentina
La deuda es fraudulenta y nula";-1
"@Ojo_Kritico Yo también quiero que @JavierJiguacel  para Gobernador de la Provincia de Buenos Aires para el 2023!!!
Excelente funcionario y Ex Ministro  en el Gobierno de   y luego como Intendente!!!
#JavierIguacelGobernadorProvinciaBA2023

💪💪💪🇦🇷🇦🇷🇦🇷";1
@Carrous_el @danielseeb @FernandoMarull Desde el 83 para acá fueron todos desastrozos. Por eso no defiendo a nadie. Justamente hablas de fanatismo cuando estas fanatizado en contra de  .;-1
"@clarincom con   las exportaciones eran de 11.000 millones de dolares anuales y firmo pagos por 21.000 millones para el 2022.
no fue un fracaso de gobierno fue un saqueo exitoso que nos dejo una deuda de mas de 75.000 millones de dolares mas intereses, dibujala como quieras pero fue asi";-1
"Mariano  : ""Mi hermano es el mayor hijo de puta, corrupto y mitómano que jamás haya conocido"" https://t.co/AhuM7ZMS3A 
jose luis cabezas
yabran 
#Censo2022 
barbados

 #ViajoConPromosAereas";-1
"@mjpf2002 Sos hincha del club que sirvió de trampolín y preparación para que   nos gobierne 4 años y nos deje una deuda de más de 40 mil millones de verdes. Digo, por lo de ""garcas"".

¿Siguiente?";-1
@caidodelcatre2 No hay nada peor que  . Nada. Ni siquiera una pandemia mundial.;-1
@todonoticias Era  ... pero a ustedes le bajó la pauta y lo limaron...;-1
"Imagínense lo grave de la deuda con el fondo, que ni a   ni a ninguno de esos crápulas que nos dejaron esta bomba de tiempo, se les ocurrió decir ""Ahora hay que ir a sentarse con el FMI y pagar taca taca lo que ellos digan""

https://t.co/PPnGQ0Hxze";-1
"@byekukas @chorinpi @marialcocco @Lupo55 Medidas populachas, justamente una de las cosas que más me molesto, fueron las acciones de C Stanley, en campaña dijeron que iban en contra de eso y después hicieron todo lo contrario
Por favor no hablemos de los Kuka, es caer en el:
Ah, pero  ! Y ya sabemos lo que son";-1
@CuyanoDelSur @juancampanella @alfleuco Es correcta la afirmación de Leuco.   solo no sabemos si ganaría y más votos que él nadie tiene.;1
@SoyValen_OK Pero hoy es el que más defiende a  . No dejemos de verlo por favor.;1
@drjorgerachid Que la estafa del FMI la paguen   y todos sus secuaces. El Pueblo no aguanta un saqueo más;1
@uwustina ojalá gane  ;1
@clarincom El del delincuente de  , midió peor...;-1
"@KillerQueen__a O tiene una master jugada, la cual no alcanzo a ver ni comprender, o esta derrapando mal
Pichetto se fue con   ante el desastre social, político y económico peronista k (en definitiva todos los peronistas ""no k"" estan con  , la casta se mueve sabiamente)   no lo ve?";-1
"@alfredo  hicieron mierda el país y siguen hablando!
https://t.co/PhCCdARD8H";-1
Porque presentan la nota de corrupción y ponen en paralelo imágenes de  ..?? @ElDoce creo q se les olvido un par de personajes del gobierno anterior o del gobierno d Córdoba..no se nota mucho su militancia? @roxicanal12;-1
Flor de la V tiene el segundo pelo más lindo de Argentina. El primero es el de  .;1
@Yo_ElijoSiempre @masterganjaok y la Delincuente mas grande de Argentina, creo que le dicen  . No es impune? no es millonaria? o ud es un pajuerano.;-1
Estas muy amargado ,necesitas a   en tu vida ....;-1
necesitas a   en tu vida ....;1
@FerIglesias Lo peor de esto es que hay una porción de la población (no me animo a decir cuanto) que esta convencida que esto es como lo dictamina el relato....palabra de Dios...alabada sea  ;-1
Bienvenido sea. Ahora, cómo van a justificar todos estos años de apología de una dictadura criminal.  , La Cámpora, Hebe, Carlotto, Esquivel y los abanderados de los derechos humanos van a tener que practicar mucha gimnasia para ejecutar tamaña pirueta. #Venezuela https://t.co/jteQRtdrAe;-1
"Escucho desde la cocina que hija empieza a levantar el tono de voz...
+ Juli no grites...
- Estoy dando un discurso mamá!

Bueeeno mini  , disculpame.";-1
@LANACION Usted es o se hace??? Estamos DEVALUADOS desde el último gobierno de   ...q se hizo la bolud@ y se lo endoso a MM . Usted es un pelele señor.;-1
QE MAS LES HARÁ FALTA A LOS KUKAS PARA DARSE CUENTA Q ESTE NO ES EL CAMINO?Q EL VERSO DE LA JUSTICIA SOCIAL ES UNA MENTIRA,Q SOLO ESTÁ ARMADO PARA Q ELLOS SE ENRIQEZCAN Y ADQIERAN IMPUNIDAD?QE   ES UNA GRAN ESTAFA?UN DISFRAZ PARA ADUEÑARSE DEL PAIS,COMO LOS CASTRO Y MADURO?;-1
Esta es una de las razones por las que no hay independencia de poderes. Argentina cayó 18 lugares en el ránking Mundial Anticorrupción desde que asumió este gobierno. Gracias  . https://t.co/h4L7nslYup;-1
"@silvias_g_lp @AlvarodLamadrid @VenturaLatorre De parte del  ismo no sorprende nada; las acciones de  , La Cámpora y el Instituto Patria le ocasionan mucho daño a la sociedad argentina. Pero parece que a un porcentaje de argentinos no les importa o directamente les resbala y de ese modo se continúa en caída libre.";-1
"@ Ratio_ Sergio   está entre los 3 políticos con mayor imagen negativa y menor positiva del país.
Por más que sea un pragmático, en supuesto caso de que se vayan AF y  , LITERALMENTE no lo quiere NADIE, la quieren más a   que a  . Es un pobre tipo, traidor, vendido a los K.";-1
"Le digo a Ernes q tengo la nariz un poco rara...
[25/1 13:00] Ernes: Por?
[25/1 13:00] Ernes: Se parece a al de  
[25/1 13:02] Ernes: (De joven)";-1
"@gabytariana @Merce99659717 @marcalpalazzolo ¡Sí, tal cuál!.   dejó un país desendeudado; relación deuda ( en dólares  )/ PBI era del 15%.";1
"El ruin de M cuando terminó su indi gestión la dejó casi en un 90% y encima la deuda impagable con el FMI además de que defaulteó su propia deuda en $$$; saludo a Lacunza. ¡Cárcel!.";-1
"@alfredo  @alferdez @ Argentina ¡Ay! Por favor, haga el favor de hacer una autocrítica de su gobierno con respecto a la deuda con el FMI y después hable. Por ejemplo, arranque diciendo: ""Sabemos que dejamos una situación de M, pero tanto AF como   ..."" (aunque sea eso).";-1
"Alberte viaja a una Rusia en pie de GUERRA
EEUU apoya a Ucrania
Justo justo se desata la guerra
La queda el remisero
  asume
Revolución civil armada
No se si está tan mal el viaje de Alberte";-1
"@OscarParrilli Pueblo?
El pueblo le paga a   mensualmente $2.900.000 por mes
No tiene vergüenza mientras están empobreciendo al trabajador con suba de alimentos impuestos y tarifas.";-1
"Parece que Kamala Harris admira a  .
Espero que de algo sirva: las 2 son Vices, no es poca cosa";1
@perfilcom Las carpetas que tenía   en su casa no eran ilegales?  @ caamano;-1
@jramospadilla No hace falta mucha altura...se arrastran por  ;-1
"Eso lo tienen que aprender la delincuente   y su cómplice AF

https://t.co/lTUFdCLtv1";-1
"Estos demócratas, a los que responde el gobierno de AF y  , se toman muy livianamente la guerra

El último que se metió con los rusos fue un alemán, hace 80 años";-1
"@cher_s_soldier @lopezsanroman El fallo fue judicial y   lo apeló. 
Asi q no me vengas con cargos de tal o cual envergadura, xq la mina ya tenia una rta respecto a ello. Y lo logró en la gestión donde ella es vice, asi q encima, todo transparente 👀
Te falta leer mas.
Ah pero los antiperonistas 🤡";-1
@robdnavarro Hablas de #  que esta desaparecida?;-1
"Nunca se lo van a reconocer pq son más chiquitos y deshonestos que la mierda, pero señalando a     salvó a muchos de acá de seguir pidiendo por ""Pichetto presidente"".";-1
"@Hector11537377 @Lupo55 El RELATO ""Nestor pagó la deuda"" jaja. Pero @ Argentina asume en 2007 con 148 mil millones de dólares de deuda y se va en 2015 sin entregar mandato dejando deuda de 243 mil millones.   tomó 44 mil millones y   con AF ya se endeudaron lo mismo q   en menos tiempo.
BYE";-1
@perfilcom Claro,rata, como si los gobiernos de  ,fueron un dechado de legalidad,y honestidad,e incluso el gobierno actual del inútil lacayo de la jefa....por favor,son un asco todos uds,corruptos, sinvergüenzas....;-1
En aquellos días presidía #Argentina # , gobernaba #Chubut #DasNeves, en la secretaría de #Medioambiente estaba Romina #Picolotti... https://t.co/mLaJNR2Ox0;1
@emanuel__garcia @donmemmin @revisbarcelona si querés un chiste específico sobre   y nisman inventátelo no sé, te pasé algo que publicó Barcelona;-1
@leonardomercuri @jotaalonso @mauricio  pero la deuda con el FMI que se uso para pagar deuda contraida en el gobierno de   tiene mas bajo interes.;1
"@edufeiok No habria que olvidarse de Facundo Astudillo (asesinado por la Policia Bonaerense), tampoco de Fabian Gutierrez (ex secretario privado de Nestor y  ) asesinado por ""hablar""...(por ejemplo)";-1
"@ToroCabron_ @casadechancho Saint Cheylles es a   como Bárbaros es a  .
Salvo que vaya a ofertar las playas de Carlos Casares a esa isla (Barbados) de morondanga con playas llena de barro.
O quizás va a hacerle la ciudadanía al hijo de la ""querida"", xq cuentas offshore nunca jamás en un K!";-1
"@luispetri Ayer me echaron de un grupo de WA por explicar con detalle, que nos conviene marchar juntos y no hacer una marcha de apoyo a esta Corte con mayoría peronista 3 a 1 -aunque el 1 maso, porque es Klarín.
¿Defender a quienes permiten liberar a   de tres juicios orales? Ni en pedo.";-1
"@andrespapousek Yapa: podes encontrar videos del propio     criticando la emision monetaria del ultimp periodo de   y criticando la estupidez de mandar a empleados de   a controlar precios.
Una pena qur nos gobierne otra version.";-1
"Ojo que el tema vacunados o no vacunados es también un distractivo. La inflación, el riesgo país, el dólar imparable, la impunidad de   -tres juicios orales que eran la esperanza con pruebas abundantes y no se harán.
Si el enojo #pasesanitario fuera contra el PJud no pasaba. https://t.co/pl6adjCbEz";-1
"Calor? 
Viento del sur, siempre un alivio. 
#  https://t.co/YiYrzB8IpC";1
"Recordando a la ignorante de  . 
al parecer es contagioso, recordemos las estupideces de Axel,   F, Trolosa Paz y toda la banda de infelices que nos gobiernan. 
No saben hablar y pretenden gobernar. 
Solo saben delinquir y esquivar la justicia. https://t.co/39FqNZAKw0";-1
"@menpablo1 @handicap0ar @danielchavofux @diegowainstein ¿?..si al gobierno no lo oís luchar contra la inflación, el riesgo país, y el dólar (como lo hace contra la justicia) es xq es al q menos le importa el sufrimiento ajeno
O a   le interesan los jubilados q se mueren sin cobrar mientras ordena que a ella ANSES le pague? 
Daaale";-1
"El admirable Cabezas tomando la foto
Los amantes Alasino y  
y Cabezas murió después

y luego el Admirable Juan Castro
tenia en su poder a los amantes en la cama haciendo la cochinada
y Juan Castro después murió....

No se......te lo dejo a tu criterio viste? https://t.co/4nEgyTgcoZ";-1
"Los reyes de la doble moral

  le viene robando a la ANSES millonario retroactivo y millonarias  mensualidades... pero, como  esa chorra es la jefa....
CERO periodismo.........Dan asco https://t.co/w3v4tOqY9N";-1
¿En Barbados firmará en un estudio de abogados la prorroga de la cuenta offshore a su nombre con los fondos, a modo de honorarios, para ser presidente de la nación donde el poder lo tiene  ?;-1
@Ambitocom @lilianafranco20 Van a seguir esperando.   no quiere acordar con el FMI porque hay que hacer bien las cosas y rendir cuentas.;1
"🟣   dará una charla en Honduras en la previa a la asunción de Xiomara Castro 👇 

https://t.co/gTervbMPbX";1
"PICHETO VENDIO IMPUNIDAD A CAMBIO DE PODER. PROFESIONAL DEL EMPLEO PUBLICO. PJ TRAVESTIDO CORRUPTO EMPODERADO QUE NO PARA DE MENTIR.MEMORIA.
https://t.co/I8vRxQ5hlm";-1
Es que el sigue la ruta de   cuando fue a Seychelles. A los peronistas les encanta sobrevolar paraísos fiscales https://t.co/AAlH9GcJoV;-1
Puede salir del pais   #LadronaDeLaNacionArgentina ? Por favor revisen bien jueces que se fuga.!!;-1
@Marcelo_Allan_ @DarioCauter El día que los punteros políticos subvencionados por el estado desaparezcan junto con los sindicalistas, ese día van a empezar a desaparecer los planes descansar y vamos a encaminarnos a ser un país serio. Hoy verduleria con   en la caja.;-1
"@menpablo1 @handicap0ar @danielchavofux @diegowainstein El organismo TECNICO indica sólo pautas de sensatez económica; ""dejá de gastar más de lo que producís..."" (=reducir EL DEFICIT QUE DISPARO  ) 
Si la fórmula K (sin FMI) hubiera sido la clave del éxito PORQUE LA ECONOMIA (sobre todo INDUSTRIALIZACION) NO CRECE DESDE EL 2011?";-1
"@marceloalva @dannyj182 @PLP_Ezeiza1 @SergioChouza @clarincom   dejó 240 mil millones de deuda.
Será la presidente más chorra de nuestra historia?";-1
@Daniel16347630 @KonsomolC @PeronchaK1 @Valenti41699355 @ hache1 @carlopoo @Silvia14312123 @lean7010 @RosarioK25 @GuidoSabao @tomsarguello1 @AidaGar49716216 @nicoscipio @IvannaPOK @Mikel_Calvaruso @aler67 @MaraMarajulio @Rodolfo_Treber @MolinaGusta @Rolando37262556 @felix_versace @juancabandie compañero,...con N y   tuvimos BIENESTAR;1
y nos ABURGUESAMOS militancia y dirigencia,...volvieron x q no MILITAMOS,...les llenamos la PANZA y les dejamos VACIO el CORAZON y el BOCHO,....y ellos se lo LLENARON con MENTIRAS,...y con la PANZA llena t pones BOLUDO;-1
"@BanzasGuillermo @CLAUDIALENCINA3 Cuando MM era Pte no bacilò un minuto en venir a visitar a   en agradecimiento por su colaboraciòn ,a la campaña de Podemos ,despuès de la famosa sentada #15M en Madrid 
Nunca pasò por La Rosada";-1
Y yo le marque la cancha a   cuando publique un tuit tratandola de Korrupta... https://t.co/Af6xxUMfUI;-1
Hasta tiene su propia marca de ropa interior para hombres;1
@Cirocco202 @ale1sanchez @Gatosylvestre Multicausal amigo. Explícame xq aumento la inflación en la época de   casi al doble que a la de  .;-1
@liormmm Cosas que pasan, un amigo en 2015 se hizo  sta, en 2019 Albertista y queria a   xq   lo dejo en bolas y ahora es fan de  , antivacunas.... que va se;-1
"en la patria q creó la otra (ya sabemos quien) surge una forma de delito, tus personas de confianza le abren la puerta a los chorros para q te roben 
gracias  ";-1
O sea, que  /Boudou hicieron lo mismo que la Libertadora. https://t.co/P219ryfg9Z;-1
"@dsgnattraction @Memesterio_ @DeChouza Son pesos, bruto. No entendes la diferencia entre pesos y dólares? 
Sos tan ignorante que pensas que   tomó 240 mil millones 🤣🤣🤣🤣 Qué pensas que antes no había deuda? Tomatelas, bruto";-1
@lepaneliste @pagina12 Los 14 años son intrgrales mongo. No sirve de nada que nestor le haya entregado Nestor a   con superávit gemelos.   con sus mandatos lo devolvió con déficit y recesión. Vino   y ahora el capitán polenta cierran el desastre que hicieron. No tienen perdón. Inútiles;-1
@alfredo  @alferdez @ Argentina Que entablen relaciones serias internacionales...y   y Albert elijen Rusia y China...qué chiste. De paso: me explican que hacen los chinos en Neuquén hace 10 años?  El mundo nos ubica como el País más corrupto. Y siguen diciendo AH! pero  . Asqueada.;-1
@jle  @MiguelPichetto Ud destruyó al país de la mano de la 🐀 calafatense   no joda que lo conocemos. Vende humo;-1
"Noti Rodilla 
Me dieron turno el 24/2 para el Argerich
Ya vamos para los dos meses.
Pero, Braian de Gerli, el que votó a   y odia a   tiene la salud cubierta en Capital para él y todos los planeritos.";-1
@   Hablelo con Mauricio. Volvieron gracias a él, que le dio entidad a  . NUNCA DEBIAN VOLVER;-1
