tweet;sentiment
@ZoilaEri @LauraMa08879131 Por gente como vos es que estamos como estamos. Si vos pensás q punta LAra esta lleno de mierda deberías compararlo con cómo estaba con Macri. Eso era decadente;-1
@DeChouza Pero cuando tocaba en los shows con Charly lo puteaban a Macri. Tugo de platino. https://t.co/Bn2RsiXP0T;-1
@infobae Se lo pago ella el viaje???si es asi que mierda les importa a donde vacaciona!!Ocupensen del delincuente ladron que anfa sin rendir cuentas=Macri.;-1
@WolffWaldo @gabicerru Dejese de pelotudear por respeto a la victimas. Yo escuche a CFK en la Onu reclamar por Amia y la Embajada. Pero nunca a su partido ni a macri. Y la Corte q ud. defiende durmio la causa. Asi q si hay algun complice mire para el lado del idolo patilludo q siempre ensalza macri.;0
@clarincom Macri .... Vidal ..... Malos .... Cristina y Maximo buenos 😛 https://t.co/z8KDDC6AAN;0
"@Gabriel4manresa @nati_m_gise No sé por cuales de las tantas moqueadas de Macri te referirás. No obstante, que el ""otro"" haya cometido errores no te da la ""justificación"" y/o potestad de hacer todos los bardos y errores que ha cometido este gobierno en sus años de gestión. Y también hay pruebas.";-1
@caidodelcatre2 yo sé de una q con macri justamente empezó a salir a la calle así a protestar x los cortes, osea empezó a movilizarse y ya no votó más a macri, pero la mayoría ni se calienta o tienen grupo el edificio cheto y se cagan de risa, aparte el grupo ya se volvió una necesidad allá;-1
@EdudelGallo @CRACKMEDIATICO @C5N Jaja, no saben otra cosa que culpar a Macri. Háganse cargo;-1
Viento dile a la lluvia... 👀;0
El director General de Cultura y Educación bonaerense, Alberto Sileoni, celebró el decreto del presidente Alberto Fernández que impulsa nuevamente y por 2022 el programa Conectar Igualdad en todo el país https://t.co/yFDCoy12eE;1
"@MWinazki @gabicerru @luanavolnovich Y la #Volnovich tiene privilegios de cama?
Espero que si no renuncia le inicien un proceso a ella y todos sus familiares.  Son un asco. Después dicen ahhh pero Macri 
Enfermos patológicos";-1
"@G4briel_CC Tenes razón, volvamos a Macri cavalo López Murphy Martínez de hoz, esos si eran....
Caramba, ¡que coincidencia!";0
Ahora sale a luz la “gestapo” de Vidal. Hay pruebas concretas y contundentes respecto a la existencia de un plan sistemático de persecución judicial y mediática organizado desde el gobierno que encabezó Macri con sus terminales mafiosas en muchas provincias, entre ellas, #Jujuy;-1
@babyaetchecopar Ud. Limo a Macri, no tiene derecho a quejarse;-1
"Algunos lo elevan en nombre de la libertad, lo juntan con wolf ( monitor preferido de oriente medio)
El anticatolico Macri, y la mujer del libreto sionista, la Bullrich, y se hacen llamar ""halcones"" https://t.co/t177Chi2xC";0
@_Ro_m_i_ Exactamente , que raro no salieron que Macri saboteo el helicóptero 😔;0
@paulinor76 Hola Paulino ! Qué caro nos está saliendo tu AH PERO MACRI !!! periodistas ensobrados;0
@Puli_0202 @gpsranger @C5N Muchos no quieren ir a los paradores y no van a los hoteles porque se gastan el dinero en bebidas y drogas en la epoca que ayude a la gente en situación de calle muchos tenian tarjeta que el gobierno de Macri les daba donde cobraban el dinero para alquileres;-1
Macri es igual a Alberto con tarifas más altas. Peronismo caro. https://t.co/0LhAvb5Iuo;0
@MartnPeiretti1 Espero ansiosa esas pruebas... la quiero presa junto con macri y todos los delincuentes pro;-1
SINICOS ¡¡¡¡viendo este informe mientras vomitó...como este canal te muestra el resultado de políticas neoliberales que generan la desigualdad..las políticas de Macri y de Cambiemos justamente hacen esto.delincuentes sin escrúpulos.https://t.co/HFTzWjSn8m;-1
@Sandra15530286 @babyaetchecopar Claro te despertaste en gobierno menen q cavallo lo mando al muere xq se cambio de bando q paso de la rua cavallo otra vaz 10 años de bonansa aparecio macir destruyo todo y endoudo y hipoteco el pais seguro fue ahi q te despertaste con lo dejo macri si;0
@HernanV03416754 @MissLadrillos Yo no recuerdo cortes de luz en la época de Macri;1
CATARATA DE TUITS CONTRA MACRI por su comentario sobre el lanzamiento de... https://t.co/17Y2OYEwAb a través de @YouTube;-1
"@saintrupe @luchopasman @OficialEdesur Con la segunda foto de lo que gano edesur me estas dando la razon a mi negro, si edesur gana, ganamos nosotros.

Te repito. Con macri los cortes bajaron, asi sean dias, semanas o horas. https://t.co/4Eflpl9YEF";1
@gaston67588681 @VolvioPato Hno te pensas que toda esta destrucción del pais fue por macri? Enserio pensas que la política nació con macri?? No se en que planeta vivis...;0
"@FBlas1901 @sinecdocal Sí.
Si Macri lo deja. Ese el mayor escollo.
Después nos gana caminando. Si vivimos de autocrítica. 
Tienen el escándalo de la Gestapo y nos hacen hablar de vacaciones y asados.
Bancan a los crimnales de Vidal, Ritondo y Conte Grand A MUERTE.
Nosotros queremos echar a Luana.";-1
@laderechadiario Mejor así se van pato y Macri con los liberales y a ustedes nunca más los vota nadie;0
@WorldActualidad Tenes razón, votemos a Macri, cavalo López Murphy Martínez de hoz, que nos va  a ir.mucho mejor;0
Papelón de Macri: felicitó el satélite y le recordaron su desfinanciamiento de la ciencia https://t.co/C7sEy4yTbU;-1
@midiazes @GabrielaFlorid2 Anda a dormir Mabel Macri chorro sos un cínico .basura;-1
@cammttb @WolffWaldo @gabicerru Te faltó el ahhh pero Macri y quedabas como un rey! Jajaja;0
@clarincom Y xq fugaron 10 MILLONES  de DÓLARES  con MACRI?? Si encima  les condono DEUDAS.;-1
@rodotailhade @gracielaocana Ahh pero Macri. No tienen nunca una respuesta coherente sino nombran al gbno anterior;-1
@PinguinoSensato Sos una m***** humana macri porque no cerrás el orto y te vas del país;-1
@marcalpalazzolo Macri? Era Cristina la que te decía que pongas el aire a 24° https://t.co/JKnSXP91Nz;1
@Flavius56458512 Jajajajaja, mi única referente es CFK;1
@karin2519 @kozedhu3 @ernestorr Debe ser el mismo encriptado que usó CFK cdo mató a Nismann o cdo le encontraron las 7 carpetas en su casa en Calafate.;-1
@mabel1562 @j_lara76 @florenciarietto que impuestos saco CFK ???? quien dejo en default el pais ???;0
@areccomaria1122 Quien carajo es ese tipo desagradable?pareciera que es un chupaculo Kirchnerista de CFK o de alguno de este desgobierno mafioso.;-1
"@doctor_blue_box La incredulidad.
A veces pienso que CFK va a ir presa!";0
@Oscarseolvida20 @PauloBaudouin No. Entonces #CFK vive contra la naturaleza xq la guita la hizo desde el estado 😉;0
"@babyaetchecopar No lo creo Baby, Peron ""existió"" por que ""existen los argentinos"", como CFK existe por que existen los hijos de esos argentinos...e'complicao, dijo Messi!!";0
@Rey_Reich Como AF tiene cero huevos y es titere de CFK quizas la premia con otras vacaciones para el año que viene....;0
El 67% tiene que ser el 75% en el 2023, del 25% restante son fanaticos que van a votar a CFK, ya no me ilusiono...;1
@lacmagiur #Embajada, #Amia y #MemorándumConIrán fueron ataques contra la #NacionArgentina. Tmbn el Magnicidio  del Fiscal Federal #AlbertoNisman. Así, #CFK, #AnibalFernández y sus complices como #SergioBerni y ahora #AlbertoFernández son, cómo mínimo, sospechosos de #TraiciónALaPatria.;-1
Si bien los piratas “secuestran la información y luego piden un rescate por la misma”, en el caso del Senado, “toda la información sustraída es pública y se encuentra al alcance de todos dentro del sitio de transparencia”, se aclaró. https://t.co/SZ8bvbJCVH;0
Sos un pobre tipo  @SergioBerniArg que te pensas que sos ? Mister T ? Rambo ? Te sentis que al hacer este tipo de pelotudeces sos piola ? Pensas que si dañabas una vida no la ibas a pagar ? Te crees que sos CFK ? Que decadencia madre mía con estas bestias en el gobierno. https://t.co/7Y5hANKGU2;-1
@trochosqui CFK CHORRA!!;-1
"@eldestapeweb Q des gobierno de porquería 
CFK la responssble";-1
@PedroCr49330164 Es la misma gente q viajaba en subte o colectivo cuando CFK era presidenta y x celu decían a sus amigos q había que reventar la economía para rajar a la yegua. Siempre apostaron a reventar la economía para q le vaya mal a los gobiernos populares y nacionales;-1
"Juicio político.  756% aumentaron en 1 año la propaganda con el PAMI y a los abuelos los ajustaron y  #CFK  con privilegios 
Abandono de persona
Uso d recursos del estado para irse de joda. No hay dolares pero este esperpentro los gasta https://t.co/24EROW8e16";0
"#Senado | Se informó oficialmente que los datos robados en el ciberataque fueron recuperados
https://t.co/89DFdUg9fd";1
"@Danyroyson @juanKa_molina @Trixiasmoni CFK saqueó el BCRA; robó ahorros en AFJPs y años de coparticipación a las provincias; fundió al Estado nacional transformando el superávit en déficit y aumentando la deuda en US$129 mil millones.
Pero resulta que la culpa es del que intentó ordenar ese descalabro.
#NoMientanMás https://t.co/Z38oSGn8Xi";-1
@Gustavo_9865 @herlombardi @alferdez Deuda que dejó Cristina y no quiere reconocer. Hablame de espionaje: encontraron carpetas en la casa de CFK, en el Sur, espió empresarios, políticos y jueces 👇Se cargó al fiscal Nisman, su secretario F. Gutiérrez, su contador Ducler, testaterros K. Hablame de Mafia 👇 https://t.co/HxnOoGen9E;-1
"@MirtaLabu @JokerCarlosDan1 Mamita q pedazo de limitarada... el ARA SAN juan lo reparo CFK con repuestos truchos. .. la corrupción mata cono la tragedia de once
Y lo demás para q explicarte si sos tan militarada... no la vas a entender... 
de a una cosa por vez... fecalcefala";-1
"@NicoSpumVuelve Roca fue un patriota, sin Roca no habría Patagonia. Los que tratan de cambiar la historia son ustedes muchachos, es evidente. Por algo le quieren hacer creer a los pelotudos que los votan que Cfk y Néstor vinieron de un plato volador en 2003. Omitiendo que eran ""neoliberales"".";0
@el_anestesiador Con Luana.... Dicen que volvieron en los aviones hidrantes que compro CFK;0
